vid,yid,start,end,raw-text,tokenized-text,gloss,split,duration_sec,word_count,status
E2NO47RYFe0-00:02:29.199-00:02:32.000,E2NO47RYFe0,00:02:29.199,00:02:32.000,"Hello there, yes, I have been trying to...",hello there yes i have been trying to ...,,train,2.800999999999988,9,missing_npz
E2NO47RYFe0-00:02:20.253-00:02:22.419,E2NO47RYFe0,00:02:20.253,00:02:22.419,All right!,all right,,train,2.166000000000025,2,missing_npz
E2NO47RYFe0-00:02:17.894-00:02:20.253,E2NO47RYFe0,00:02:17.894,00:02:20.253,To the door?,to the door,,train,2.3589999999999804,3,missing_npz
mrTrAkEC1Sc-00:00:00.220-00:00:04.780,mrTrAkEC1Sc,00:00:00.220,00:00:04.780,"Hi, I m Melissa   I m here to share my report for the month of October.",hi i m melissa i m here to share my report for the month of october,,train,4.5600000000000005,16,missing_npz
ZMBz9KzJZ3k-00:01:04.349-00:01:05.689,ZMBz9KzJZ3k,00:01:04.349,00:01:05.689,That's what they're discussing and debating today.,that 's what they 're discussing and debating today,,train,1.3399999999999892,9,missing_npz
9l2Mv5Nc4AU-00:00:21.000-00:00:26.000,9l2Mv5Nc4AU,00:00:21.000,00:00:26.000,Seats are limited!,seats are limited,,train,5.0,3,missing_npz
ZMBz9KzJZ3k-00:00:26.219-00:00:30.929,ZMBz9KzJZ3k,00:00:26.219,00:00:30.929,People have come from different parts of the country and have brought different perspectives and viewpoints.,people have come from different parts of the country and have brought different perspectives and viewpoints,,train,4.709999999999997,16,missing_npz
9l2Mv5Nc4AU-00:00:39.000-00:00:44.000,9l2Mv5Nc4AU,00:00:39.000,00:00:44.000,We will have a great time chatting with friends and watching the fireworks from 7pm to 11pm!,we will have a great time chatting with friends and watching the fireworks from 7pm to 11 pm,,train,5.0,18,missing_npz
ZMBz9KzJZ3k-00:00:52.420-00:00:55.582,ZMBz9KzJZ3k,00:00:52.420,00:00:55.582,They're still discussing what will be the top 5 priorities for NAD.,they 're still discussing what will be the top 5 priorities for nad,,train,3.161999999999999,13,missing_npz
FYdKjJCcQcw-00:02:41.759-00:02:43.080,FYdKjJCcQcw,00:02:41.759,00:02:43.080,Thank you!,thank you,,train,1.3209999999999695,2,missing_npz
S8pyNGr3k9A-00:01:16.420-00:01:21.840,S8pyNGr3k9A,00:01:16.420,00:01:21.840,We must work together to prevent any further tragedies from happening again.,we must work together to prevent any further tragedies from happening again,,train,5.420000000000002,12,missing_npz
S8pyNGr3k9A-00:00:52.740-00:00:57.659,S8pyNGr3k9A,00:00:52.740,00:00:57.659,"The NAD has a committee that focuses on public safety, specifically law enforcement.",the nad has a committee that focuses on public safety specifically law enforcement,,train,4.918999999999997,13,missing_npz
wdmj6E_faOo-00:02:15.800-00:02:18.718,wdmj6E_faOo,00:02:15.800,00:02:18.718,ROSALYN: Thanks to many people around the world for sending photos.,rosalyn thanks to many people around the world for sending photos,,train,2.917999999999978,11,missing_npz
wdmj6E_faOo-00:01:47.000-00:01:49.248,wdmj6E_faOo,00:01:47.000,00:01:49.248,JACK: I felt uncomfortable ROSALYN:Yes.,jack i felt uncomfortable rosalyn yes,,train,2.2479999999999905,6,missing_npz
wdmj6E_faOo-00:01:17.010-00:01:20.149,wdmj6E_faOo,00:01:17.010,00:01:20.149,"So, I thought I'd try getting up at 4 am.",so i thought i 'd try getting up at 4 am,,train,3.138999999999996,11,missing_npz
wdmj6E_faOo-00:01:11.527-00:01:13.195,wdmj6E_faOo,00:01:11.527,00:01:13.195,His name is W.T.,his name is w.t.,,train,1.6679999999999922,4,missing_npz
wdmj6E_faOo-00:01:08.971-00:01:11.527,wdmj6E_faOo,00:01:08.971,00:01:11.527,"So, I thought I'd try it.",so i thought i 'd try it,,train,2.5559999999999974,7,missing_npz
wdmj6E_faOo-00:01:03.219-00:01:08.971,wdmj6E_faOo,00:01:03.219,00:01:08.971,The best time he enjoyed writing was at 4 in the morning.,the best time he enjoyed writing was at 4 in the morning,,train,5.752000000000002,12,missing_npz
wdmj6E_faOo-00:00:56.173-00:01:02.490,wdmj6E_faOo,00:00:56.173,00:01:02.490,"And, I admit, I learned from another old deaf timer.",and i admit i learned from another old deaf timer,,train,6.317,10,missing_npz
wdmj6E_faOo-00:03:02.657-00:03:04.447,wdmj6E_faOo,00:03:02.657,00:03:04.447,ROSALYN: I don't know if they did.,rosalyn i do n't know if they did,,train,1.789999999999992,8,missing_npz
wdmj6E_faOo-00:02:59.968-00:03:02.657,wdmj6E_faOo,00:02:59.968,00:03:02.657,JACK: Did they know that I live in an old farmhouse?,jack did they know that i live in an old farmhouse,,train,2.688999999999993,11,missing_npz
wdmj6E_faOo-00:02:56.382-00:02:58.937,wdmj6E_faOo,00:02:56.382,00:02:58.937,"Really, many people helped us by donating photos.",really many people helped us by donating photos,,train,2.555000000000007,8,missing_npz
wdmj6E_faOo-00:02:48.368-00:02:49.830,wdmj6E_faOo,00:02:48.368,00:02:49.830,"JACK: Yes, one chapter.",jack yes one chapter,,train,1.461999999999989,4,missing_npz
936AugMqcas-00:02:54.159-00:02:58.340,936AugMqcas,00:02:54.159,00:02:58.340,The deadline to submit your workshop(s) proposal is in January.,the deadline to submit your workshop(s proposal is in january,,train,4.181000000000012,10,missing_npz
wdmj6E_faOo-00:00:10.210-00:00:17.480,wdmj6E_faOo,00:00:10.210,00:00:17.480,"JACK: This is my wife Rosalyn, and I'm Jack Gannon.",jack this is my wife rosalyn and i 'm jack gannon,,train,7.27,11,missing_npz
Pm7VzfGgTfM-00:00:08.593-00:00:14.000,Pm7VzfGgTfM,00:00:08.593,00:00:14.000,I am Chair of the NAD Awards Committee.,i am chair of the nad awards committee,,train,5.407,8,missing_npz
Pm7VzfGgTfM-00:00:04.000-00:00:08.593,Pm7VzfGgTfM,00:00:04.000,00:00:08.593,"Hello, my name is Richard McCowin.",hello my name is richard mccowin,,train,4.593,6,missing_npz
vmkpE6hQnQM-00:02:52.000-00:02:54.000,vmkpE6hQnQM,00:02:52.000,00:02:54.000,"To find out who it is, come and watch!",to find out who it is come and watch,,train,2.0,9,missing_npz
vmkpE6hQnQM-00:01:52.000-00:01:57.000,vmkpE6hQnQM,00:01:52.000,00:01:57.000,NAD will post the workshop schedule on its website soon which is at www.nad.org.,nad will post the workshop schedule on its website soon which is at www.nad.org,,train,5.0,14,missing_npz
XS2c07HCdyo-00:00:08.026-00:00:11.960,XS2c07HCdyo,00:00:08.026,00:00:11.960,We will translate from an old version of ASL to current version of ASL.,we will translate from an old version of asl to current version of asl,,train,3.934000000000001,14,missing_npz
vmkpE6hQnQM-00:04:34.776-00:04:40.000,vmkpE6hQnQM,00:04:34.776,00:04:40.000,I hope to see you this summer in Philadelphia!,i hope to see you this summer in philadelphia,,train,5.2239999999999895,9,missing_npz
vmkpE6hQnQM-00:00:50.000-00:00:56.831,vmkpE6hQnQM,00:00:50.000,00:00:56.831,"In Philadelphia, the conference hotel is the Marriott Downtown.",in philadelphia the conference hotel is the marriott downtown,,train,6.831000000000003,9,missing_npz
vmkpE6hQnQM-00:00:14.221-00:00:22.000,vmkpE6hQnQM,00:00:14.221,00:00:22.000,"That s Philadelphia, PA, for the NAD 50th Biennial NAD Conference.",that s philadelphia pa for the nad 50th biennial nad conference,,train,7.779,11,missing_npz
vmkpE6hQnQM-00:00:02.000-00:00:07.000,vmkpE6hQnQM,00:00:02.000,00:00:07.000,"Do you know what s happening this summer, July 6th through 10th, 2010?","do you know what s happening this summer july 6th through 10th, 2010",,train,5.0,13,missing_npz
IavptnwTYw0-00:01:05.060-00:01:10.500,IavptnwTYw0,00:01:05.060,00:01:10.500,The NAD officially invites you to share your workshop idea with us.,the nad officially invites you to share your workshop idea with us,,train,5.439999999999998,12,missing_npz
IavptnwTYw0-00:00:58.799-00:01:05.060,IavptnwTYw0,00:00:58.799,00:01:05.060,"The three of us are ready to plan this summer's list of workshops -- the only thing that is missing, is you!",the three of us are ready to plan this summer 's list of workshops -- the only thing that is missing is you,,train,6.261000000000003,23,missing_npz
IavptnwTYw0-00:00:21.920-00:00:23.440,IavptnwTYw0,00:00:21.920,00:00:23.440,The Deaf community will gain from the ideas you share.,the deaf community will gain from the ideas you share,,train,1.5199999999999996,10,missing_npz
IavptnwTYw0-00:00:15.259-00:00:18.219,IavptnwTYw0,00:00:15.259,00:00:18.219,Why don't you present at the NAD Conference?,why do n't you present at the nad conference,,train,2.960000000000001,9,missing_npz
IavptnwTYw0-00:01:17.040-00:01:19.620,IavptnwTYw0,00:01:17.040,00:01:19.620,Contact us if you have any questions.,contact us if you have any questions,,train,2.5800000000000125,7,missing_npz
IavptnwTYw0-00:00:05.560-00:00:07.160,IavptnwTYw0,00:00:05.560,00:00:07.160,I'm going too!,i 'm going too,,train,1.6000000000000003,4,missing_npz
IavptnwTYw0-00:00:07.179-00:00:10.779,IavptnwTYw0,00:00:07.179,00:00:10.779,"I'm Tanya Miller, the NAD Workshop Coordinator.",i 'm tanya miller the nad workshop coordinator,,train,3.6,8,missing_npz
2MnvFrB5ljQ-00:00:00.680-00:00:04.120,2MnvFrB5ljQ,00:00:00.680,00:00:04.120,"Hello, I'm David O. Reynolds.",hello i 'm david o. reynolds,,train,3.44,6,missing_npz
oDJhw_qL21w-00:00:24.219-00:00:27.339,oDJhw_qL21w,00:00:24.219,00:00:27.339,"Now, I m curious who will be the next winner...",now i m curious who will be the next winner ...,,train,3.119999999999997,11,missing_npz
oDJhw_qL21w-00:00:09.759-00:00:11.640,oDJhw_qL21w,00:00:09.759,00:00:11.640,College Bowl is for you!,college bowl is for you,,train,1.881,5,missing_npz
oDJhw_qL21w-00:00:02.960-00:00:04.299,oDJhw_qL21w,00:00:02.960,00:00:04.299,A history buff?,a history buff,,train,1.3390000000000004,3,missing_npz
LQGgyecOXwo-00:02:43.000-00:02:45.000,LQGgyecOXwo,00:02:43.000,00:02:45.000,Thank you!,thank you,,train,2.0,2,missing_npz
jPzZuaEj0Zc-00:00:13.000-00:00:16.000,jPzZuaEj0Zc,00:00:13.000,00:00:16.000,"On Thursday and Friday, July 5-6, 2012.","on thursday and friday, july 5-6, 2012",,train,3.0,7,missing_npz
jPzZuaEj0Zc-00:00:05.000-00:00:08.000,jPzZuaEj0Zc,00:00:05.000,00:00:08.000,Hello my name is Jimmy Beldon.,hello my name is jimmy beldon,,train,3.0,6,missing_npz
jPzZuaEj0Zc-00:01:02.697-00:01:04.000,jPzZuaEj0Zc,00:01:02.697,00:01:04.000,See you soon!,see you soon,,train,1.3029999999999973,3,missing_npz
udAa5hSHH_s-00:02:20.500-00:02:24.639,udAa5hSHH_s,00:02:20.500,00:02:24.639,You have a say in this process.,you have a say in this process,,train,4.13900000000001,7,missing_npz
qeSkb04_Cy4-00:00:00.560-00:00:02.700,qeSkb04_Cy4,00:00:00.560,00:00:02.700,"Hi, I'm Melissa.",hi i 'm melissa,,train,2.14,4,missing_npz
1fppkGIDsDo-00:00:28.074-00:00:30.074,1fppkGIDsDo,00:00:28.074,00:00:30.074,Come and join us!,come and join us,,train,2.0,4,missing_npz
4tz_Fs1UaEw-00:00:15.300-00:00:17.422,4tz_Fs1UaEw,00:00:15.300,00:00:17.422,"You can make something cute, why not!",you can make something cute why not,,train,2.122,7,missing_npz
kNy2E3P7m2s-00:02:09.009-00:02:12.009,kNy2E3P7m2s,00:02:09.009,00:02:12.009,"Again, thank you.",again thank you,,train,3.0,3,missing_npz
EOBVORO9PqI-00:01:30.599-00:01:32.599,EOBVORO9PqI,00:01:30.599,00:01:32.599,Thank you.,thank you,,train,1.9999999999999856,2,missing_npz
EOBVORO9PqI-00:01:02.780-00:01:04.700,EOBVORO9PqI,00:01:02.780,00:01:04.700,I enjoy being a part of the NAD.,i enjoy being a part of the nad,,train,1.9200000000000017,8,missing_npz
EOBVORO9PqI-00:00:26.888-00:00:31.187,EOBVORO9PqI,00:00:26.888,00:00:31.187,I represent Region IV.,i represent region iv,,train,4.299,4,missing_npz
pLRXqP1N9W0-00:00:51.780-00:00:54.460,pLRXqP1N9W0,00:00:51.780,00:00:54.460,"So, what's your idea?",so what 's your idea,,train,2.68,5,missing_npz
w9Z38XCb3uw-00:00:28.000-00:00:31.000,w9Z38XCb3uw,00:00:28.000,00:00:31.000,Thank you for your support of the NAD.,thank you for your support of the nad,,train,3.0,8,missing_npz
w9Z38XCb3uw-00:00:20.000-00:00:26.000,w9Z38XCb3uw,00:00:20.000,00:00:26.000,Hi from all of us at the National Association of the Deaf.,hi from all of us at the national association of the deaf,,train,6.0,12,missing_npz
OTSEY9e7zW4-00:01:07.459-00:01:08.799,OTSEY9e7zW4,00:01:07.459,00:01:08.799,EVANS: I'm proud to present this award.,evans i 'm proud to present this award,,train,1.3400000000000034,8,missing_npz
qmwJYTtJ7YQ-00:00:58.579-00:01:05.900,qmwJYTtJ7YQ,00:00:58.579,00:01:05.900,"In the afternoon, we discussed the five priorities.",in the afternoon we discussed the five priorities,,train,7.321000000000005,8,missing_npz
oLBUT0xMVmY-00:02:13.039-00:02:15.159,oLBUT0xMVmY,00:02:13.039,00:02:15.159,We must.,we must,,train,2.1200000000000045,2,missing_npz
oLBUT0xMVmY-00:02:02.439-00:02:05.439,oLBUT0xMVmY,00:02:02.439,00:02:05.439,We need to remember it s all about the students.,we need to remember it s all about the students,,train,3.0,10,missing_npz
teZzv651WRs-00:00:55.159-00:00:57.399,teZzv651WRs,00:00:55.159,00:00:57.399,"Heck, you have the potential yourself!",heck you have the potential yourself,,train,2.240000000000002,6,missing_npz
teZzv651WRs-00:00:48.359-00:00:53.899,teZzv651WRs,00:00:48.359,00:00:53.899,"If you know of someone, encourage them to contact YAP.",if you know of someone encourage them to contact yap,,train,5.539999999999999,10,missing_npz
teZzv651WRs-00:00:45.719-00:00:47.399,teZzv651WRs,00:00:45.719,00:00:47.399,Can you do that?,can you do that,,train,1.6799999999999995,4,missing_npz
teZzv651WRs-00:00:35.039-00:00:37.520,teZzv651WRs,00:00:35.039,00:00:37.520,I've got a simple request.,i 've got a simple request,,train,2.4810000000000016,6,missing_npz
teZzv651WRs-00:00:07.379-00:00:09.900,teZzv651WRs,00:00:07.379,00:00:09.900,I haven't seen you on this page before.,i have n't seen you on this page before,,train,2.521000000000001,9,missing_npz
teZzv651WRs-00:00:03.759-00:00:07.379,teZzv651WRs,00:00:03.759,00:00:07.379,I noticed you scrolling by.,i noticed you scrolling by,,train,3.62,5,missing_npz
oLBUT0xMVmY-00:03:38.520-00:03:40.599,oLBUT0xMVmY,00:03:38.520,00:03:40.599,Thank you.,thank you,,train,2.07899999999998,2,missing_npz
teZzv651WRs-00:00:12.099-00:00:15.119,teZzv651WRs,00:00:12.099,00:00:15.119,Have I got an opportunity for you!,have i got an opportunity for you,,train,3.02,7,missing_npz
teZzv651WRs-00:00:59.079-00:01:01.359,teZzv651WRs,00:00:59.079,00:01:01.359,Go ahead and apply to become the next Youth Ambassador!,go ahead and apply to become the next youth ambassador,,train,2.280000000000001,10,missing_npz
cDRIs7P-dvE-00:00:15.000-00:00:17.239,cDRIs7P-dvE,00:00:15.000,00:00:17.239,And who are your stakeholders?,and who are your stakeholders,,train,2.2390000000000008,5,missing_npz
cDRIs7P-dvE-00:00:11.619-00:00:14.779,cDRIs7P-dvE,00:00:11.619,00:00:14.779,Your stakeholders.,your stakeholders,,train,3.16,2,missing_npz
6iGqd6tHOPk-00:00:34.148-00:00:36.429,6iGqd6tHOPk,00:00:34.148,00:00:36.429,Use the trolley to tour the city all day!,use the trolley to tour the city all day,,train,2.280999999999999,9,missing_npz
6iGqd6tHOPk-00:00:31.431-00:00:34.148,6iGqd6tHOPk,00:00:31.431,00:00:34.148,The trolley will stop in front of the Hyatt hotel.,the trolley will stop in front of the hyatt hotel,,train,2.7170000000000023,10,missing_npz
ITBFiwzJ-u8-00:03:41.052-00:03:47.050,ITBFiwzJ-u8,00:03:41.052,00:03:47.050,I am so ready for the spring with warmer weather!,i am so ready for the spring with warmer weather,,train,5.998000000000019,10,missing_npz
ITBFiwzJ-u8-00:03:17.390-00:03:19.389,ITBFiwzJ-u8,00:03:17.390,00:03:19.389,I thought that was pretty cool.,i thought that was pretty cool,,train,1.999000000000024,6,missing_npz
ITBFiwzJ-u8-00:00:42.469-00:00:48.469,ITBFiwzJ-u8,00:00:42.469,00:00:48.469,Proceeds went to the Hurricane Sandy Relief Efforts.,proceeds went to the hurricane sandy relief efforts,,train,6.0,8,missing_npz
kqHPFXwg5lY-00:00:09.640-00:00:12.380,kqHPFXwg5lY,00:00:09.640,00:00:12.380,I AM DEAF/HARD OF HEARING.,i am deaf hard of hearing,,train,2.74,6,missing_npz
kqHPFXwg5lY-00:00:15.240-00:00:16.621,kqHPFXwg5lY,00:00:15.240,00:00:16.621,MY NAME IS __.,my name is,,train,1.3809999999999985,3,missing_npz
kqHPFXwg5lY-00:00:12.380-00:00:15.240,kqHPFXwg5lY,00:00:12.380,00:00:15.240,I DO NOT UNDERSTAND YOU WITH YOUR MASK ON.,i do not understand you with your mask on,,train,2.8599999999999994,9,missing_npz
kqHPFXwg5lY-00:00:21.660-00:00:23.757,kqHPFXwg5lY,00:00:21.660,00:00:23.757,PLEASE SPEAK INTO MY SMARTPHONE.,please speak into my smartphone,,train,2.0970000000000013,5,missing_npz
kCwvqWep6p0-00:00:03.560-00:00:06.623,kCwvqWep6p0,00:00:03.560,00:00:06.623,So I told them I needed a special phone.,so i told them i needed a special phone,,train,3.063,9,missing_npz
kCwvqWep6p0-00:00:00.000-00:00:03.560,kCwvqWep6p0,00:00:00.000,00:00:03.560,My hospital has never had a deaf nurse before.,my hospital has never had a deaf nurse before,,train,3.56,9,missing_npz
kCwvqWep6p0-00:03:50.900-00:03:53.259,kCwvqWep6p0,00:03:50.900,00:03:53.259,Don t accept  no  for an answer!,don t accept no for an answer,,train,2.359000000000009,7,missing_npz
csSRJt_dpWs-00:01:19.000-00:01:21.000,csSRJt_dpWs,00:01:19.000,00:01:21.000,"Right, OK (laughs).",right ok laughs,,train,2.0,3,missing_npz
csSRJt_dpWs-00:01:11.375-00:01:14.000,csSRJt_dpWs,00:01:11.375,00:01:14.000,I am Rosalyn Gannon.,i am rosalyn gannon,,train,2.625,4,missing_npz
csSRJt_dpWs-00:03:34.836-00:03:40.000,csSRJt_dpWs,00:03:34.836,00:03:40.000,We had the same idea about strong support for Deaf people.,we had the same idea about strong support for deaf people,,train,5.163999999999987,11,missing_npz
PwNIRNWe9T0-00:01:36.000-00:01:37.879,PwNIRNWe9T0,00:01:36.000,00:01:37.879,Deaf people can become teachers!,deaf people can become teachers,,train,1.878999999999991,5,missing_npz
PwNIRNWe9T0-00:00:25.179-00:00:29.699,PwNIRNWe9T0,00:00:25.179,00:00:29.699,Her name was Nadelle Grantham.,her name was nadelle grantham,,train,4.520000000000003,5,missing_npz
csSRJt_dpWs-00:00:04.000-00:00:05.564,csSRJt_dpWs,00:00:04.000,00:00:05.564,Hello!,hello,,train,1.564,1,missing_npz
PwNIRNWe9T0-00:02:05.400-00:02:09.500,PwNIRNWe9T0,00:02:05.400,00:02:09.500,They saw only her being deaf and discriminated against her.,they saw only her being deaf and discriminated against her,,train,4.099999999999994,10,missing_npz
4Y1TNFRw3Nc-00:01:19.560-00:01:21.079,4Y1TNFRw3Nc,00:01:19.560,00:01:21.079,What are you waiting for?,what are you waiting for,,train,1.5190000000000057,5,missing_npz
4Y1TNFRw3Nc-00:00:22.000-00:00:23.780,4Y1TNFRw3Nc,00:00:22.000,00:00:23.780,And I did!,and i did,,train,1.7800000000000011,3,missing_npz
4Y1TNFRw3Nc-00:00:16.320-00:00:22.000,4Y1TNFRw3Nc,00:00:16.320,00:00:22.000,I also wanted to seize the opportunity to travel somewhere new and meet people.,i also wanted to seize the opportunity to travel somewhere new and meet people,,train,5.68,14,missing_npz
4Y1TNFRw3Nc-00:00:04.000-00:00:07.400,4Y1TNFRw3Nc,00:00:04.000,00:00:07.400,I was involved in YAP during 2013-2015.,i was involved in yap during 2013-2015,,train,3.4000000000000004,7,missing_npz
4Y1TNFRw3Nc-00:00:00.480-00:00:04.000,4Y1TNFRw3Nc,00:00:00.480,00:00:04.000,"Hello, my name is Elena Mayer.",hello my name is elena mayer,,train,3.52,6,missing_npz
D1cfuXI7M4g-00:01:15.808-00:01:17.120,D1cfuXI7M4g,00:01:15.808,00:01:17.120,"Now, all of you!",now all of you,,train,1.3120000000000118,4,missing_npz
D1cfuXI7M4g-00:01:08.500-00:01:09.870,D1cfuXI7M4g,00:01:08.500,00:01:09.870,SNIPE: Ready?,snipe ready,,train,1.3700000000000043,2,missing_npz
D1cfuXI7M4g-00:01:00.289-00:01:01.923,D1cfuXI7M4g,00:01:00.289,00:01:01.923,"Snipe: 5,6,7,8 ANDERSON: I'm going to teach him.","snipe 5,6,7,8 anderson i 'm going to teach him",,train,1.6340000000000003,9,missing_npz
D1cfuXI7M4g-00:00:30.160-00:00:32.503,D1cfuXI7M4g,00:00:30.160,00:00:32.503,...the cruise and tonight's fireworks.,... the cruise and tonight 's fireworks,,train,2.343,7,missing_npz
D1cfuXI7M4g-00:00:28.056-00:00:29.910,D1cfuXI7M4g,00:00:28.056,00:00:29.910,And give it up for our volunteers!,and give it up for our volunteers,,train,1.8539999999999992,7,missing_npz
D1cfuXI7M4g-00:00:23.289-00:00:28.056,D1cfuXI7M4g,00:00:23.289,00:00:28.056,"[Thanks to] the Commission on the Deaf and Hard of Hearing, and also the Knowledge Center.",thanks to the commission on the deaf and hard of hearing and also the knowledge center,,train,4.767,16,missing_npz
GnrHOLlwUmY-00:00:00.360-00:00:04.240,GnrHOLlwUmY,00:00:00.360,00:00:04.240,EDUCATE PASS-IT-ON SHARE,educate pass it on share,,train,3.88,5,missing_npz
qOLlQehpQvM-00:01:15.420-00:01:17.180,qOLlQehpQvM,00:01:15.420,00:01:17.180,Should I go ahead and open?,should i go ahead and open,,train,1.7600000000000051,6,missing_npz
qOLlQehpQvM-00:00:54.719-00:00:56.200,qOLlQehpQvM,00:00:54.719,00:00:56.200,Why are we here?,why are we here,,train,1.4810000000000016,4,missing_npz
qOLlQehpQvM-00:00:51.630-00:00:53.060,qOLlQehpQvM,00:00:51.630,00:00:53.060,Why is everyone here?,why is everyone here,,train,1.4299999999999995,4,missing_npz
qOLlQehpQvM-00:00:49.939-00:00:51.630,qOLlQehpQvM,00:00:49.939,00:00:51.630, I don t know who you are.,i don t know who you are,,train,1.6910000000000025,7,missing_npz
qOLlQehpQvM-00:01:49.299-00:01:50.920,qOLlQehpQvM,00:01:49.299,00:01:50.920,Why are we here?,why are we here,,train,1.6209999999999951,4,missing_npz
mq2dPNCiRoI-00:05:43.040-00:05:44.399,mq2dPNCiRoI,00:05:43.040,00:05:44.399,"To the audience, thank you!",to the audience thank you,,train,1.3589999999999804,5,missing_npz
mq2dPNCiRoI-00:05:40.860-00:05:43.040,mq2dPNCiRoI,00:05:40.860,00:05:43.040,"To the panelists, thank you for participating tonight.",to the panelists thank you for participating tonight,,train,2.180000000000007,8,missing_npz
unsq0_uMkEM-00:00:03.600-00:00:05.000,unsq0_uMkEM,00:00:03.600,00:00:05.000,Here's a tip!,here 's a tip,,train,1.4,4,missing_npz
D1cfuXI7M4g-00:01:36.370-00:01:41.370,D1cfuXI7M4g,00:01:36.370,00:01:41.370,Spill it out I'm CRAZY,spill it out i 'm crazy,,train,5.0,6,missing_npz
Gmq1H8ayGJc-00:02:05.427-00:02:07.000,Gmq1H8ayGJc,00:02:05.427,00:02:07.000,Au revoir!,au revoir,,train,1.5730000000000075,2,missing_npz
Gmq1H8ayGJc-00:02:03.000-00:02:05.427,Gmq1H8ayGJc,00:02:03.000,00:02:05.427,Join us in Paris.,join us in paris,,train,2.4269999999999925,4,missing_npz
Gmq1H8ayGJc-00:01:51.353-00:01:55.000,Gmq1H8ayGJc,00:01:51.353,00:01:55.000,"Also, we ll be honoring Anita Farb.",also we ll be honoring anita farb,,train,3.646999999999992,7,missing_npz
Gmq1H8ayGJc-00:01:39.000-00:01:47.000,Gmq1H8ayGJc,00:01:39.000,00:01:47.000,"It s all happening April 17, Saturday from 6 to 11 pm.","it s all happening april 17, saturday from 6 to 11 pm",,train,8.0,12,missing_npz
tJ8VB6hDzgA-00:00:00.240-00:00:07.299,tJ8VB6hDzgA,00:00:00.240,00:00:07.299,Another tip to keep yourself busy and to keep yourself fit is to get outside for a run!,another tip to keep yourself busy and to keep yourself fit is to get outside for a run,,train,7.059,18,missing_npz
Gmq1H8ayGJc-00:01:17.936-00:01:23.000,Gmq1H8ayGJc,00:01:17.936,00:01:23.000,So it Paris has been home to many firsts for us.,so it paris has been home to many firsts for us,,train,5.063999999999993,11,missing_npz
Gmq1H8ayGJc-00:01:16.000-00:01:17.317,Gmq1H8ayGJc,00:01:16.000,00:01:17.317,That s right!,that s right,,train,1.3170000000000073,3,missing_npz
Gmq1H8ayGJc-00:00:17.000-00:00:25.000,Gmq1H8ayGJc,00:00:17.000,00:00:25.000,"My name is Sheena McFeely, and I am the event planner for NAD s first ever Spring Gala.",my name is sheena mcfeely and i am the event planner for nad s first ever spring gala,,train,8.0,18,missing_npz
Gmq1H8ayGJc-00:00:15.000-00:00:17.000,Gmq1H8ayGJc,00:00:15.000,00:00:17.000,Bonjour!,bonjour,,train,2.0,1,missing_npz
Thh18yKaHWc-00:02:02.042-00:02:10.000,Thh18yKaHWc,00:02:02.042,00:02:10.000,"(cheers) Come and join us at the NLTC from September 15 to 17, 2011!","cheers come and join us at the nltc from september 15 to 17, 2011",,train,7.957999999999998,14,missing_npz
tJ8VB6hDzgA-00:00:07.299-00:00:11.099,tJ8VB6hDzgA,00:00:07.299,00:00:11.099,You can run in your neighborhood or a local park.,you can run in your neighborhood or a local park,,train,3.8,10,missing_npz
tJ8VB6hDzgA-00:00:11.099-00:00:16.280,tJ8VB6hDzgA,00:00:11.099,00:00:16.280,"Just go run, it's good for you to keep in shape and get your oxygen flowing.",just go run it 's good for you to keep in shape and get your oxygen flowing,,train,5.181000000000001,17,missing_npz
tJ8VB6hDzgA-00:00:17.321-00:00:20.245,tJ8VB6hDzgA,00:00:17.321,00:00:20.245,"Go for a run, I'm going out soon!",go for a run i 'm going out soon,,train,2.9239999999999995,9,missing_npz
Thh18yKaHWc-00:01:58.000-00:02:02.042,Thh18yKaHWc,00:01:58.000,00:02:02.042,We look forward to welcoming you here!,we look forward to welcoming you here,,train,4.042000000000002,7,missing_npz
y0URUVcvrTg-00:00:34.820-00:00:38.820,y0URUVcvrTg,00:00:34.820,00:00:38.820,The NAD Board has our sleeves rolled up and we're ready to go.,the nad board has our sleeves rolled up and we 're ready to go,,train,4.0,14,missing_npz
y0URUVcvrTg-00:00:47.259-00:00:49.520,y0URUVcvrTg,00:00:47.259,00:00:49.520,We can't wait to share the information with you!,we ca n't wait to share the information with you,,train,2.261000000000003,10,missing_npz
y0URUVcvrTg-00:00:49.520-00:00:53.020,y0URUVcvrTg,00:00:49.520,00:00:53.020,Keep an eye out for the conference website to be released soon.,keep an eye out for the conference website to be released soon,,train,3.5,12,missing_npz
Thh18yKaHWc-00:00:59.000-00:01:02.000,Thh18yKaHWc,00:00:59.000,00:01:02.000,"Hello, welcome to Minnesota!",hello welcome to minnesota,,train,3.0,4,missing_npz
Thh18yKaHWc-00:00:25.000-00:00:27.000,Thh18yKaHWc,00:00:25.000,00:00:27.000,Hello!,hello,,train,2.0,1,missing_npz
InXgHoNg1CY-00:00:03.520-00:00:06.879,InXgHoNg1CY,00:00:03.520,00:00:06.879,There are several items that I will share.,there are several items that i will share,,train,3.3589999999999995,8,missing_npz
L03JWrinnRg-00:01:14.257-00:01:16.658,L03JWrinnRg,00:01:14.257,00:01:16.658,The NAD Bylaws is important!,the nad bylaws is important,,train,2.400999999999996,5,missing_npz
