vid	yid	start	end	text	duration_sec	word_count	split	keypoint_path	n_frames
s40fbKY2O9Q-00:03:56.219-00:04:00.259	s40fbKY2O9Q	00:03:56.219	00:04:00.259	Police say he is not a person of interest at this time.	4.039999999999992	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-03-56.219-00-04-00.259.npz	81
gbCXd7vaJGQ-00:04:32.379-00:04:34.920	gbCXd7vaJGQ	00:04:32.379	00:04:34.920	The White House isn't providing any.	2.540999999999997	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-04-32.379-00-04-34.920.npz	51
gbCXd7vaJGQ-00:00:26.699-00:00:28.640	gbCXd7vaJGQ	00:00:26.699	00:00:28.640	Welcome to Sign1News.	1.940999999999999	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-00-26.699-00-00-28.640.npz	39
gbCXd7vaJGQ-00:00:25.199-00:00:26.699	gbCXd7vaJGQ	00:00:25.199	00:00:26.699	Hello everyone.	1.5	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-00-25.199-00-00-26.699.npz	30
wjZfHnfCmcw-00:06:24.860-00:06:27.680	wjZfHnfCmcw	00:06:24.860	00:06:27.680	Your language.	2.819999999999993	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-06-24.860-00-06-27.680.npz	56
wjZfHnfCmcw-00:06:22.899-00:06:24.860	wjZfHnfCmcw	00:06:22.899	00:06:24.860	Your life.	1.9610000000000127	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-06-22.899-00-06-24.860.npz	39
wjZfHnfCmcw-00:06:21.040-00:06:22.899	wjZfHnfCmcw	00:06:21.040	00:06:22.899	Sign1News.	1.8589999999999804	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-06-21.040-00-06-22.899.npz	37
wjZfHnfCmcw-00:06:16.779-00:06:21.019	wjZfHnfCmcw	00:06:16.779	00:06:21.019	Remember to like us on Facebook and follow us on Twitter.	4.240000000000009	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-06-16.779-00-06-21.019.npz	85
wjZfHnfCmcw-00:06:14.399-00:06:16.779	wjZfHnfCmcw	00:06:14.399	00:06:16.779	Thank you for watching Sign1News.	2.3799999999999955	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-06-14.399-00-06-16.779.npz	48
gbCXd7vaJGQ-00:00:28.719-00:00:30.559	gbCXd7vaJGQ	00:00:28.719	00:00:30.559	I'm Crystal Cousineau.	1.84	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-00-28.719-00-00-30.559.npz	37
wjZfHnfCmcw-00:05:58.399-00:06:03.560	wjZfHnfCmcw	00:05:58.399	00:06:03.560	The post was shared on the Royal family's account.	5.161000000000001	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-05-58.399-00-06-03.560.npz	103
wjZfHnfCmcw-00:04:47.540-00:04:52.620	wjZfHnfCmcw	00:04:47.540	00:04:52.620	They each have two children from previous relationships.	5.079999999999984	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-47.540-00-04-52.620.npz	102
wjZfHnfCmcw-00:04:42.259-00:04:47.540	wjZfHnfCmcw	00:04:42.259	00:04:47.540	It will be the second marriage for Rodriguez who has been divorced since 2008.	5.281000000000006	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-42.259-00-04-47.540.npz	106
wjZfHnfCmcw-00:04:34.680-00:04:42.259	wjZfHnfCmcw	00:04:34.680	00:04:42.259	It will be the fourth marriage for Lopez, who divorced singer Marc Anthony in 2014.	7.579000000000008	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-34.680-00-04-42.259.npz	152
wjZfHnfCmcw-00:04:30.639-00:04:34.680	wjZfHnfCmcw	00:04:30.639	00:04:34.680	The pair have been dating for about two years.	4.040999999999997	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-30.639-00-04-34.680.npz	81
wjZfHnfCmcw-00:04:24.879-00:04:30.639	wjZfHnfCmcw	00:04:24.879	00:04:30.639	J-Lo's post included 8 heart emojis.	5.759999999999991	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-24.879-00-04-30.639.npz	115
wjZfHnfCmcw-00:04:21.759-00:04:24.879	wjZfHnfCmcw	00:04:21.759	00:04:24.879	"A-Rod captioned his ""She said yes."""	3.1200000000000045	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-04-21.759-00-04-24.879.npz	62
s40fbKY2O9Q-00:06:48.879-00:06:53.680	s40fbKY2O9Q	00:06:48.879	00:06:53.680	Branded supplies can triple the cost.	4.800999999999988	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-06-48.879-00-06-53.680.npz	96
gbCXd7vaJGQ-00:00:30.559-00:00:33.539	gbCXd7vaJGQ	00:00:30.559	00:00:33.539	Here are your top stories for today.	2.9800000000000004	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-00-30.559-00-00-33.539.npz	60
gbCXd7vaJGQ-00:04:29.439-00:04:32.379	gbCXd7vaJGQ	00:04:29.439	00:04:32.379	The committee wants to see those notes.	2.9399999999999977	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-04-29.439-00-04-32.379.npz	59
gbCXd7vaJGQ-00:03:22.719-00:03:30.319	gbCXd7vaJGQ	00:03:22.719	00:03:30.319	He was in court today seeking permission to travel overseas for performances.	7.599999999999994	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-03-22.719-00-03-30.319.npz	152
gbCXd7vaJGQ-00:03:15.039-00:03:22.719	gbCXd7vaJGQ	00:03:15.039	00:03:22.719	As part of his bail agreement last month, Kelly surrendered his passport.	7.680000000000007	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-03-15.039-00-03-22.719.npz	154
gbCXd7vaJGQ-00:02:37.840-00:02:45.819	gbCXd7vaJGQ	00:02:37.840	00:02:45.819	If you have these chicken strips, throw them away or return them to the store you purchased them.	7.979000000000013	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-02-37.840-00-02-45.819.npz	160
gbCXd7vaJGQ-00:02:30.960-00:02:34.639	gbCXd7vaJGQ	00:02:30.960	00:02:34.639	There have not been any reports of illnesses or injury at this time.	3.679000000000002	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-02-30.960-00-02-34.639.npz	74
gbCXd7vaJGQ-00:02:25.120-00:02:30.960	gbCXd7vaJGQ	00:02:25.120	00:02:30.960	These recalled items were shipped to retail locations nationwide.	5.840000000000003	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-02-25.120-00-02-30.960.npz	117
gbCXd7vaJGQ-00:02:04.769-00:02:11.520	gbCXd7vaJGQ	00:02:04.769	00:02:11.520	According to the USDA, the recalled chicken strips are frozen and ready-to-eat.	6.751000000000005	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-02-04.769-00-02-11.520.npz	135
gbCXd7vaJGQ-00:01:43.640-00:01:50.980	gbCXd7vaJGQ	00:01:43.640	00:01:50.980	Flooding is so extreme, the water can be seen in satellite images from outer space.	7.339999999999989	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-01-43.640-00-01-50.980.npz	147
gbCXd7vaJGQ-00:02:34.639-00:02:37.840	gbCXd7vaJGQ	00:02:34.639	00:02:37.840	So check your freezer.	3.2009999999999934	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\gbCXd7vaJGQ-00-02-34.639-00-02-37.840.npz	64
s40fbKY2O9Q-00:07:03.639-00:07:11.319	s40fbKY2O9Q	00:07:03.639	00:07:11.319	Also shop around.	7.680000000000007	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-07-03.639-00-07-11.319.npz	154
s40fbKY2O9Q-00:07:11.319-00:07:18.540	s40fbKY2O9Q	00:07:11.319	00:07:18.540	Most stores will match the prices of competitors.	7.221000000000004	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-07-11.319-00-07-18.540.npz	144
5_k1TypH_s8-00:07:51.759-00:07:59.399	5_k1TypH_s8	00:07:51.759	00:07:59.399	Here's a quick recap of the Sign1News top five stories of the week.	7.639999999999986	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-07-51.759-00-07-59.399.npz	153
5_k1TypH_s8-00:06:10.019-00:06:11.959	5_k1TypH_s8	00:06:10.019	00:06:11.959	His reason?	1.9399999999999973	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-06-10.019-00-06-11.959.npz	39
5_k1TypH_s8-00:03:36.759-00:03:43.159	5_k1TypH_s8	00:03:36.759	00:03:43.159	Flu season is in full swing and unfortunately just in time for the holidays.	6.399999999999977	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-03-36.759-00-03-43.159.npz	128
8aghH-z3-D4-00:01:15.459-00:01:22.519	8aghH-z3-D4	00:01:15.459	00:01:22.519	We asked you, our Sign1News viewers, if you have ever cried at work.	7.060000000000002	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\8aghH-z3-D4-00-01-15.459-00-01-22.519.npz	141
8aghH-z3-D4-00:00:29.940-00:00:33.140	8aghH-z3-D4	00:00:29.940	00:00:33.140	Here are your top stories for today.	3.2	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\8aghH-z3-D4-00-00-29.940-00-00-33.140.npz	64
8aghH-z3-D4-00:00:26.980-00:00:28.679	8aghH-z3-D4	00:00:26.980	00:00:28.679	Welcome to Sign1News.	1.698999999999998	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\8aghH-z3-D4-00-00-26.980-00-00-28.679.npz	34
8aghH-z3-D4-00:00:24.500-00:00:26.980	8aghH-z3-D4	00:00:24.500	00:00:26.980	Hello everyone.	2.4800000000000004	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\8aghH-z3-D4-00-00-24.500-00-00-26.980.npz	50
5_k1TypH_s8-00:10:47.898-00:10:50.298	5_k1TypH_s8	00:10:47.898	00:10:50.298	Your language.	2.3999999999999773	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-10-47.898-00-10-50.298.npz	48
5_k1TypH_s8-00:10:23.919-00:10:26.720	5_k1TypH_s8	00:10:23.919	00:10:26.720	And those are your top stories for today.	2.801000000000045	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-10-23.919-00-10-26.720.npz	56
5_k1TypH_s8-00:10:14.639-00:10:21.200	5_k1TypH_s8	00:10:14.639	00:10:21.200	They decided to take in the stray and make it a part of their family.	6.561000000000036	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-10-14.639-00-10-21.200.npz	131
5_k1TypH_s8-00:10:07.740-00:10:14.639	5_k1TypH_s8	00:10:07.740	00:10:14.639	A neighbor saw the dog go in and shut the door while the family inside was asleep.	6.899000000000001	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-10-07.740-00-10-14.639.npz	138
5_k1TypH_s8-00:09:42.139-00:09:46.149	5_k1TypH_s8	00:09:42.139	00:09:46.149	She was not seriously hurt.	4.009999999999991	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-09-42.139-00-09-46.149.npz	80
5_k1TypH_s8-00:10:44.759-00:10:46.298	5_k1TypH_s8	00:10:44.759	00:10:46.298	Sign1News.	1.5389999999999873	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-10-44.759-00-10-46.298.npz	31
s40fbKY2O9Q-00:11:29.519-00:11:30.980	s40fbKY2O9Q	00:11:29.519	00:11:30.980	I'm Candace Jones.	1.4610000000000127	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-11-29.519-00-11-30.980.npz	29
s40fbKY2O9Q-00:11:25.879-00:11:29.519	s40fbKY2O9Q	00:11:25.879	00:11:29.519	And those are your top stories for today.	3.6399999999999855	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-11-25.879-00-11-29.519.npz	73
s40fbKY2O9Q-00:10:00.860-00:10:08.860	s40fbKY2O9Q	00:10:00.860	00:10:08.860	It is expected to be the most highly anticipated Congressional hearing in decades.	8.0	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-10-00.860-00-10-08.860.npz	160
s40fbKY2O9Q-00:09:25.139-00:09:32.720	s40fbKY2O9Q	00:09:25.139	00:09:32.720	The global expansion is expected to see 450 new Krispy Kremes open around the world by the end of 2022.	7.581000000000017	20	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-09-25.139-00-09-32.720.npz	152
s40fbKY2O9Q-00:07:38.800-00:07:44.120	s40fbKY2O9Q	00:07:38.800	00:07:44.120	They tend to take a beating during the school year.	5.319999999999993	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-07-38.800-00-07-44.120.npz	106
s40fbKY2O9Q-00:07:23.000-00:07:30.519	s40fbKY2O9Q	00:07:23.000	00:07:30.519	They can sometimes be used in addition to store coupons for even more savings.	7.519000000000005	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-07-23.000-00-07-30.519.npz	150
s40fbKY2O9Q-00:07:18.540-00:07:23.000	s40fbKY2O9Q	00:07:18.540	00:07:23.000	And don't forget those coupons.	4.45999999999998	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-07-18.540-00-07-23.000.npz	89
s40fbKY2O9Q-00:11:47.879-00:11:49.200	s40fbKY2O9Q	00:11:47.879	00:11:49.200	Your life.	1.3210000000000264	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-11-47.879-00-11-49.200.npz	26
5_k1TypH_s8-00:01:43.159-00:01:45.439	5_k1TypH_s8	00:01:43.159	00:01:45.439	No arrests have been made.	2.280000000000001	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-43.159-00-01-45.439.npz	46
5_k1TypH_s8-00:01:38.640-00:01:43.159	5_k1TypH_s8	00:01:38.640	00:01:43.159	The other victims are in stable condition.	4.518999999999991	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-38.640-00-01-43.159.npz	90
5_k1TypH_s8-00:01:24.599-00:01:30.040	5_k1TypH_s8	00:01:24.599	00:01:30.040	The thirteen victims range in age from 16 to about 48 years old.	5.440999999999988	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-24.599-00-01-30.040.npz	109
5_k1TypH_s8-00:01:18.640-00:01:24.599	5_k1TypH_s8	00:01:18.640	00:01:24.599	They've yet to identify who fired inside the home.	5.959000000000003	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-18.640-00-01-24.599.npz	119
5_k1TypH_s8-00:01:10.799-00:01:18.640	5_k1TypH_s8	00:01:10.799	00:01:18.640	Police were able to identify the outside shooters through home surveillance cameras.	7.840999999999994	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-10.799-00-01-18.640.npz	157
s40fbKY2O9Q-00:11:45.899-00:11:47.879	s40fbKY2O9Q	00:11:45.899	00:11:47.879	Sign1News.	1.9800000000000184	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-11-45.899-00-11-47.879.npz	40
5_k1TypH_s8-00:01:04.359-00:01:10.799	5_k1TypH_s8	00:01:04.359	00:01:10.799	Then as a vehicle was driving down the street, one of the partygoers fired into the vehicle.	6.440000000000012	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-01-04.359-00-01-10.799.npz	129
5_k1TypH_s8-00:00:52.560-00:00:57.280	5_k1TypH_s8	00:00:52.560	00:00:57.280	Police say first there was gunfire inside the house.	4.719999999999999	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-52.560-00-00-57.280.npz	94
5_k1TypH_s8-00:00:27.079-00:00:34.439	5_k1TypH_s8	00:00:27.079	00:00:34.439	Police in Chicago say a house party turned into a chaotic scene, leaving thirteen people shot.	7.359999999999999	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-27.079-00-00-34.439.npz	147
5_k1TypH_s8-00:00:17.760-00:00:20.039	5_k1TypH_s8	00:00:17.760	00:00:20.039	Here are your top stories for today.	2.279	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-17.760-00-00-20.039.npz	46
5_k1TypH_s8-00:00:13.960-00:00:16.640	5_k1TypH_s8	00:00:13.960	00:00:16.640	Welcome to Sign1News live.	2.68	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-13.960-00-00-16.640.npz	54
5_k1TypH_s8-00:00:12.140-00:00:13.939	5_k1TypH_s8	00:00:12.140	00:00:13.939	Hello everyone.	1.7989999999999997	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-12.140-00-00-13.939.npz	36
s40fbKY2O9Q-00:11:49.200-00:11:52.100	s40fbKY2O9Q	00:11:49.200	00:11:52.100	Your language.	2.8999999999999773	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\s40fbKY2O9Q-00-11-49.200-00-11-52.100.npz	58
5_k1TypH_s8-00:00:57.280-00:01:04.359	5_k1TypH_s8	00:00:57.280	00:01:04.359	As people started to flee, police believe someone opened fire outside.	7.0789999999999935	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\5_k1TypH_s8-00-00-57.280-00-01-04.359.npz	142
wjZfHnfCmcw-00:03:55.039-00:03:57.979	wjZfHnfCmcw	00:03:55.039	00:03:57.979	"""J-Rod"" is getting hitched."	2.9399999999999977	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\wjZfHnfCmcw-00-03-55.039-00-03-57.979.npz	59
hxzR3y9beks-00:11:22.019-00:11:24.879	hxzR3y9beks	00:11:22.019	00:11:24.879	And those are your top stories for today.	2.8600000000000136	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-11-22.019-00-11-24.879.npz	57
hxzR3y9beks-00:11:10.740-00:11:18.419	hxzR3y9beks	00:11:10.740	00:11:18.419	North Carolina does not allow winners to remain anonymous.	7.678999999999974	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-11-10.740-00-11-18.419.npz	154
hxzR3y9beks-00:10:54.620-00:10:59.519	hxzR3y9beks	00:10:54.620	00:10:59.519	These amounts of course are before taxes.	4.899000000000001	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-10-54.620-00-10-59.519.npz	98
hxzR3y9beks-00:11:42.340-00:11:44.039	hxzR3y9beks	00:11:42.340	00:11:44.039	Sign1News.	1.6989999999999554	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-11-42.340-00-11-44.039.npz	34
hxzR3y9beks-00:08:34.919-00:08:38.980	hxzR3y9beks	00:08:34.919	00:08:38.980	Kahn is a prominent Trump critic.	4.061000000000036	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-08-34.919-00-08-38.980.npz	81
G8PUtORtufE-00:00:35.340-00:00:37.000	G8PUtORtufE	00:00:35.340	00:00:37.000	Hello everyone.	1.6599999999999966	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-00-35.340-00-00-37.000.npz	33
hxzR3y9beks-00:11:45.100-00:11:47.779	hxzR3y9beks	00:11:45.100	00:11:47.779	Your language.	2.6789999999999736	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-11-45.100-00-11-47.779.npz	54
G8PUtORtufE-00:02:34.060-00:02:41.599	G8PUtORtufE	00:02:34.060	00:02:41.599	Pompeo says there is no evidence the attacks came from Yemen.	7.538999999999987	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-02-34.060-00-02-41.599.npz	151
G8PUtORtufE-00:01:16.000-00:01:22.420	G8PUtORtufE	00:01:16.000	00:01:22.420	This is NASA satellite video showing the fires following the attacks.	6.420000000000002	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-01-16.000-00-01-22.420.npz	128
G8PUtORtufE-00:01:03.740-00:01:07.760	G8PUtORtufE	00:01:03.740	00:01:07.760	Here's why.	4.020000000000003	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-01-03.740-00-01-07.760.npz	80
G8PUtORtufE-00:00:40.740-00:00:43.119	G8PUtORtufE	00:00:40.740	00:00:43.119	Here are your top stories for today.	2.378999999999998	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-00-40.740-00-00-43.119.npz	48
G8PUtORtufE-00:00:37.000-00:00:39.619	G8PUtORtufE	00:00:37.000	00:00:39.619	Welcome to Sign1News live.	2.619	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\G8PUtORtufE-00-00-37.000-00-00-39.619.npz	52
hxzR3y9beks-00:01:43.799-00:01:48.819	hxzR3y9beks	00:01:43.799	00:01:48.819	Jennifer Dulos filed for divorce from Fotis Dulos in 2017.	5.019999999999996	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-01-43.799-00-01-48.819.npz	100
hxzR3y9beks-00:01:28.579-00:01:34.900	hxzR3y9beks	00:01:28.579	00:01:34.900	Bond for Fotis Dulos and Troconis is set at $500,000 each.	6.320999999999998	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-01-28.579-00-01-34.900.npz	126
hxzR3y9beks-00:00:34.240-00:00:37.039	hxzR3y9beks	00:00:34.240	00:00:37.039	Here are your top stories for today.	2.7989999999999995	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-00-34.240-00-00-37.039.npz	56
hxzR3y9beks-00:01:48.819-00:01:54.060	hxzR3y9beks	00:01:48.819	00:01:54.060	The hearing on the divorce case is scheduled for this week.	5.241	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-01-48.819-00-01-54.060.npz	105
hxzR3y9beks-00:00:31.280-00:00:33.119	hxzR3y9beks	00:00:31.280	00:00:33.119	Welcome to Sign1News.	1.8389999999999984	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-00-31.280-00-00-33.119.npz	37
pxcOB6nl7CY-00:13:42.875-00:13:45.840	pxcOB6nl7CY	00:13:42.875	00:13:45.840	Your language.	2.965000000000032	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-42.875-00-13-45.840.npz	59
pxcOB6nl7CY-00:13:40.899-00:13:42.875	pxcOB6nl7CY	00:13:40.899	00:13:42.875	Your life.	1.975999999999999	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-40.899-00-13-42.875.npz	40
pxcOB6nl7CY-00:13:39.000-00:13:40.899	pxcOB6nl7CY	00:13:39.000	00:13:40.899	Sign1News.	1.899000000000001	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-39.000-00-13-40.899.npz	38
pxcOB6nl7CY-00:13:24.000-00:13:28.039	pxcOB6nl7CY	00:13:24.000	00:13:28.039	Thank you for watching Sign1News live.	4.038999999999987	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-24.000-00-13-28.039.npz	81
pxcOB6nl7CY-00:13:22.600-00:13:24.000	pxcOB6nl7CY	00:13:22.600	00:13:24.000	I'm Candace Jones.	1.3999999999999773	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-22.600-00-13-24.000.npz	28
pxcOB6nl7CY-00:13:19.639-00:13:22.600	pxcOB6nl7CY	00:13:19.639	00:13:22.600	And those are your top stories for today.	2.9610000000000127	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-19.639-00-13-22.600.npz	59
pxcOB6nl7CY-00:13:10.259-00:13:15.759	pxcOB6nl7CY	00:13:10.259	00:13:15.759	They will only be available from September 2 to September 8.	5.5	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-10.259-00-13-15.759.npz	110
pxcOB6nl7CY-00:13:04.659-00:13:10.259	pxcOB6nl7CY	00:13:04.659	00:13:10.259	These treats won't last long.	5.600000000000023	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\pxcOB6nl7CY-00-13-04.659-00-13-10.259.npz	112
hxzR3y9beks-00:00:29.460-00:00:31.280	hxzR3y9beks	00:00:29.460	00:00:31.280	Hello everyone.	1.8200000000000005	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\hxzR3y9beks-00-00-29.460-00-00-31.280.npz	36
