vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
gxjb6BJX3w0-00:08:09.959-00:08:15.480	gxjb6BJX3w0	00:08:09.959	00:08:15.480	A map shows people are googling some pretty interesting foods.	a map shows people are googling some pretty interesting foods		train	5.521000000000015	10
gxjb6BJX3w0-00:08:06.079-00:08:09.920	gxjb6BJX3w0	00:08:06.079	00:08:09.920	People love their side dishes too.	people love their side dishes too		train	3.841000000000008	6
gxjb6BJX3w0-00:07:58.079-00:08:06.079	gxjb6BJX3w0	00:07:58.079	00:08:06.079	Thanksgiving is more than just about the turkey and ham!	thanksgiving is more than just about the turkey and ham		train	8.0	10
gxjb6BJX3w0-00:07:46.379-00:07:54.120	gxjb6BJX3w0	00:07:46.379	00:07:54.120	Doctors say that makes it particularly important to get your kids vaccinated.	doctors say that makes it particularly important to get your kids vaccinated		train	7.7409999999999854	12
gxjb6BJX3w0-00:06:46.879-00:06:53.579	gxjb6BJX3w0	00:06:46.879	00:06:53.579	And another 30 states have restrictions based on the child's age.	and another 30 states have restrictions based on the child 's age		train	6.699999999999989	12
gxjb6BJX3w0-00:08:24.120-00:08:30.279	gxjb6BJX3w0	00:08:24.120	00:08:30.279	People in Columbus, Ohio are googling stuffed mushrooms.	people in columbus ohio are googling stuffed mushrooms		train	6.158999999999992	8
gxjb6BJX3w0-00:05:46.639-00:05:52.980	gxjb6BJX3w0	00:05:46.639	00:05:52.980	And public health experts say it's costing children's lives.	and public health experts say it 's costing children 's lives		train	6.341000000000008	11
gxjb6BJX3w0-00:05:32.319-00:05:38.120	gxjb6BJX3w0	00:05:32.319	00:05:38.120	They can get it at a pharmacy, without a time-consuming doctor's visit.	they can get it at a pharmacy without a time consuming doctor 's visit		train	5.800999999999988	14
gxjb6BJX3w0-00:05:27.439-00:05:32.319	gxjb6BJX3w0	00:05:27.439	00:05:32.319	It's pretty easy for adults to get the flu shot.	it 's pretty easy for adults to get the flu shot		train	4.879999999999996	11
gxjb6BJX3w0-00:05:17.720-00:05:24.439	gxjb6BJX3w0	00:05:17.720	00:05:24.439	The justice department says it plans to appeal the ruling in the McGahn case.	the justice department says it plans to appeal the ruling in the mcgahn case		train	6.718999999999994	14
GlGYgHx9Qno-00:01:11.640-00:01:17.379	GlGYgHx9Qno	00:01:11.640	00:01:17.379	If they don t, they risk their cases being unheard.	if they don t they risk their cases being unheard		train	5.739000000000004	10
gxjb6BJX3w0-00:08:30.459-00:08:35.919	gxjb6BJX3w0	00:08:30.459	00:08:35.919	In North Dakota keto soup is trending.	in north dakota keto soup is trending		train	5.45999999999998	7
gxjb6BJX3w0-00:08:52.159-00:08:54.080	gxjb6BJX3w0	00:08:52.159	00:08:54.080	And those are your top stories for today.	and those are your top stories for today		train	1.921000000000049	8
vvi69Y88kPQ-00:02:31.080-00:02:37.159	vvi69Y88kPQ	00:02:31.080	00:02:37.159	One of the biggest questions now facing our nation is when can Americans return to work?	one of the biggest questions now facing our nation is when can americans return to work		train	6.079000000000008	16
vvi69Y88kPQ-00:00:11.699-00:00:14.140	vvi69Y88kPQ	00:00:11.699	00:00:14.140	I'm Jethro Wooddall.	i 'm jethro wooddall		train	2.4410000000000007	4
vvi69Y88kPQ-00:00:07.839-00:00:11.699	vvi69Y88kPQ	00:00:07.839	00:00:11.699	Welcome to Sign1News live.	welcome to sign1news live		train	3.86	4
vvi69Y88kPQ-00:00:06.299-00:00:07.839	vvi69Y88kPQ	00:00:06.299	00:00:07.839	Hello everyone.	hello everyone		train	1.54	2
gxjb6BJX3w0-00:09:08.904-00:09:11.220	gxjb6BJX3w0	00:09:08.904	00:09:11.220	Your language.	your language		train	2.316000000000031	2
gxjb6BJX3w0-00:09:07.363-00:09:08.904	gxjb6BJX3w0	00:09:07.363	00:09:08.904	Your life.	your life		train	1.54099999999994	2
gxjb6BJX3w0-00:09:05.879-00:09:07.363	gxjb6BJX3w0	00:09:05.879	00:09:07.363	Sign1News.	sign1news		train	1.4840000000000373	1
gxjb6BJX3w0-00:08:55.279-00:08:57.639	gxjb6BJX3w0	00:08:55.279	00:08:57.639	Thank you for watching Sign1News live.	thank you for watching sign1news live		train	2.3600000000000136	6
vvi69Y88kPQ-00:00:14.140-00:00:17.760	vvi69Y88kPQ	00:00:14.140	00:00:17.760	Here are your top stories for today.	here are your top stories for today		train	3.620000000000001	7
GlGYgHx9Qno-00:01:17.379-00:01:22.680	GlGYgHx9Qno	00:01:17.379	00:01:22.680	The rule is being rolled out in England and Wales.	the rule is being rolled out in england and wales		train	5.301000000000002	10
ZdEwfVNtSmw-00:06:35.839-00:06:38.720	ZdEwfVNtSmw	00:06:35.839	00:06:38.720	Take a look at this.	take a look at this		train	2.8810000000000286	5
ZdEwfVNtSmw-00:05:36.839-00:05:44.360	ZdEwfVNtSmw	00:05:36.839	00:05:44.360	The state is known for its seasonal increase in drug trafficking, making it a target for officials to patrol.	the state is known for its seasonal increase in drug trafficking making it a target for officials to patrol		train	7.521000000000015	19
ZdEwfVNtSmw-00:05:09.600-00:05:16.720	ZdEwfVNtSmw	00:05:09.600	00:05:16.720	These are just some of the several illegal narcotics seized in a massive summer drug bust.	these are just some of the several illegal narcotics seized in a massive summer drug bust		train	7.1200000000000045	16
ZdEwfVNtSmw-00:04:29.100-00:04:33.939	ZdEwfVNtSmw	00:04:29.100	00:04:33.939	Lopez Obrador will officially take power on December 1.	lopez obrador will officially take power on december 1		train	4.838999999999999	9
ZdEwfVNtSmw-00:04:24.839-00:04:29.100	ZdEwfVNtSmw	00:04:24.839	00:04:29.100	He also promised to cut his own salary in half.	he also promised to cut his own salary in half		train	4.261000000000024	10
ZdEwfVNtSmw-00:04:18.480-00:04:24.839	ZdEwfVNtSmw	00:04:18.480	00:04:24.839	He promised to cut down the salaries of top government officials and give the money to the poor.	he promised to cut down the salaries of top government officials and give the money to the poor		train	6.3589999999999804	18
ZdEwfVNtSmw-00:04:03.919-00:04:08.639	ZdEwfVNtSmw	00:04:03.919	00:04:08.639	He received over 53% of the votes, more than double the total of his closest rival.	he received over 53% of the votes more than double the total of his closest rival		train	4.719999999999999	16
ZdEwfVNtSmw-00:03:58.719-00:04:03.919	ZdEwfVNtSmw	00:03:58.719	00:04:03.919	Last night he finally won - and by a huge margin!	last night he finally won and by a huge margin		train	5.200000000000017	10
ZdEwfVNtSmw-00:03:38.039-00:03:41.860	ZdEwfVNtSmw	00:03:38.039	00:03:41.860	Police have convened a special task force to investigate his killing.	police have convened a special task force to investigate his killing		train	3.8210000000000255	11
ZdEwfVNtSmw-00:04:44.240-00:04:48.680	ZdEwfVNtSmw	00:04:44.240	00:04:48.680	"There is much to be done that will benefit both the United States and Mexico."""	there is much to be done that will benefit both the united states and mexico		train	4.439999999999998	15
ZdEwfVNtSmw-00:06:51.040-00:06:56.240	ZdEwfVNtSmw	00:06:51.040	00:06:56.240	Normally a planet formation is hidden behind dust.	normally a planet formation is hidden behind dust		train	5.199999999999989	8
0WcGVcWLLy0-00:00:33.840-00:00:39.619	0WcGVcWLLy0	00:00:33.840	00:00:39.619	All of the photos are very relaxed, not to posed.	all of the photos are very relaxed not to posed		train	5.778999999999996	10
0WcGVcWLLy0-00:00:28.120-00:00:33.840	0WcGVcWLLy0	00:00:28.120	00:00:33.840	The Duke and Duchess of Sussex have released the official photographs taken on their wedding day.	the duke and duchess of sussex have released the official photographs taken on their wedding day		train	5.720000000000002	16
0WcGVcWLLy0-00:00:26.600-00:00:28.120	0WcGVcWLLy0	00:00:26.600	00:00:28.120	Don't worry!	do n't worry		train	1.5199999999999996	3
0WcGVcWLLy0-00:00:12.160-00:00:14.980	0WcGVcWLLy0	00:00:12.160	00:00:14.980	Here are your top stories for today.	here are your top stories for today		train	2.8200000000000003	7
0WcGVcWLLy0-00:00:10.800-00:00:12.160	0WcGVcWLLy0	00:00:10.800	00:00:12.160	I'm Jethro Wooddall.	i 'm jethro wooddall		train	1.3599999999999994	4
0WcGVcWLLy0-00:00:09.000-00:00:10.779	0WcGVcWLLy0	00:00:09.000	00:00:10.779	Welcome to Sign1News.	welcome to sign1news		train	1.779	3
0WcGVcWLLy0-00:00:07.419-00:00:09.000	0WcGVcWLLy0	00:00:07.419	00:00:09.000	Hello everyone.	hello everyone		train	1.5810000000000004	2
ZdEwfVNtSmw-00:08:18.879-00:08:22.920	ZdEwfVNtSmw	00:08:18.879	00:08:22.920	Your language.	your language		train	4.040999999999997	2
ZdEwfVNtSmw-00:06:56.240-00:07:04.240	ZdEwfVNtSmw	00:06:56.240	00:07:04.240	But in this picture, if you look to the right of the black hole in the center, you can see the bright light of planet PDX-70B breaking through.	but in this picture if you look to the right of the black hole in the center you can see the bright light of planet pdx-70b breaking through		train	8.0	28
ZdEwfVNtSmw-00:08:17.240-00:08:18.839	ZdEwfVNtSmw	00:08:17.240	00:08:18.839	Your life.	your life		train	1.5989999999999895	2
ZdEwfVNtSmw-00:08:08.720-00:08:14.240	ZdEwfVNtSmw	00:08:08.720	00:08:14.240	Remember to like us on Facebook and follow us on Twitter.	remember to like us on facebook and follow us on twitter		train	5.519999999999982	11
ZdEwfVNtSmw-00:08:05.600-00:08:08.720	ZdEwfVNtSmw	00:08:05.600	00:08:08.720	Thank you for watching Sign1News.	thank you for watching sign1news		train	3.1200000000000045	5
ZdEwfVNtSmw-00:08:03.839-00:08:05.600	ZdEwfVNtSmw	00:08:03.839	00:08:05.600	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.761000000000024	4
ZdEwfVNtSmw-00:08:01.000-00:08:03.839	ZdEwfVNtSmw	00:08:01.000	00:08:03.839	And those are your top stories for today.	and those are your top stories for today		train	2.838999999999998	8
ZdEwfVNtSmw-00:07:52.639-00:07:57.920	ZdEwfVNtSmw	00:07:52.639	00:07:57.920	The brave pup is expected to fully recover.	the brave pup is expected to fully recover		train	5.281000000000006	8
ZdEwfVNtSmw-00:07:49.519-00:07:52.560	ZdEwfVNtSmw	00:07:49.519	00:07:52.560	Instead of biting her, the snake bit Todd in the face.	instead of biting her the snake bit todd in the face		train	3.040999999999997	11
ZdEwfVNtSmw-00:07:46.600-00:07:49.519	ZdEwfVNtSmw	00:07:46.600	00:07:49.519	She says Todd jumped into action by jumping right in front of her leg.	she says todd jumped into action by jumping right in front of her leg		train	2.9189999999999827	14
ZdEwfVNtSmw-00:08:14.240-00:08:17.240	ZdEwfVNtSmw	00:08:14.240	00:08:17.240	Sign1News.	sign1news		train	3.0	1
0WcGVcWLLy0-00:00:48.920-00:00:53.820	0WcGVcWLLy0	00:00:48.920	00:00:53.820	There's a picture of the royal family and the entire wedding party.	there 's a picture of the royal family and the entire wedding party		train	4.899999999999999	13
ZdEwfVNtSmw-00:02:54.599-00:03:02.599	ZdEwfVNtSmw	00:02:54.599	00:03:02.599	In the video you see Halili standing in a line with other government employees, then he grabs his chest and falls backwards.	in the video you see halili standing in a line with other government employees then he grabs his chest and falls backwards		train	8.0	22
GlGYgHx9Qno-00:05:34.980-00:05:41.860	GlGYgHx9Qno	00:05:34.980	00:05:41.860	Forget about quarter pounders and happy meals.	forget about quarter pounders and happy meals		train	6.879999999999996	7
GlGYgHx9Qno-00:05:26.899-00:05:29.240	GlGYgHx9Qno	00:05:26.899	00:05:29.240	Singleton was 51 years old.	singleton was 51 years old		train	2.341000000000008	5
GlGYgHx9Qno-00:04:22.819-00:04:27.480	GlGYgHx9Qno	00:04:22.819	00:04:27.480	He had been in a coma since suffering a stroke last week.	he had been in a coma since suffering a stroke last week		train	4.661000000000001	12
GlGYgHx9Qno-00:04:19.279-00:04:22.819	GlGYgHx9Qno	00:04:19.279	00:04:22.819	Singleton s family says he passed away Monday.	singleton s family says he passed away monday		train	3.5400000000000205	8
GlGYgHx9Qno-00:05:56.540-00:06:03.579	GlGYgHx9Qno	00:05:56.540	00:06:03.579	Apparently donut sticks and bacon are what the fast food giant s customers want.	apparently donut sticks and bacon are what the fast food giant s customers want		train	7.038999999999987	14
GlGYgHx9Qno-00:02:35.219-00:02:39.139	GlGYgHx9Qno	00:02:35.219	00:02:39.139	Now five companies are under investigation.	now five companies are under investigation		train	3.920000000000016	6
GlGYgHx9Qno-00:02:05.180-00:02:12.139	GlGYgHx9Qno	00:02:05.180	00:02:12.139	Have you seen this shocking video?	have you seen this shocking video		train	6.959000000000003	6
ZdEwfVNtSmw-00:03:02.599-00:03:08.780	ZdEwfVNtSmw	00:03:02.599	00:03:08.780	Police are not sure where the shot originated from.	police are not sure where the shot originated from		train	6.181000000000012	9
GlGYgHx9Qno-00:06:29.959-00:06:31.779	GlGYgHx9Qno	00:06:29.959	00:06:31.779	And those are your top stories for today.	and those are your top stories for today		train	1.8199999999999927	8
ZdEwfVNtSmw-00:00:31.420-00:00:34.320	ZdEwfVNtSmw	00:00:31.420	00:00:34.320	Everyone was alive, all 12 boys and their coach.	everyone was alive all 12 boys and their coach		train	2.8999999999999986	9
ZdEwfVNtSmw-00:00:12.080-00:00:13.539	ZdEwfVNtSmw	00:00:12.080	00:00:13.539	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.4589999999999996	4
ZdEwfVNtSmw-00:00:09.419-00:00:12.019	ZdEwfVNtSmw	00:00:09.419	00:00:12.019	Welcome to Sign1News.	welcome to sign1news		train	2.6	3
GlGYgHx9Qno-00:06:40.800-00:06:43.319	GlGYgHx9Qno	00:06:40.800	00:06:43.319	Your language.	your language		train	2.519000000000005	2
GlGYgHx9Qno-00:06:34.800-00:06:38.319	GlGYgHx9Qno	00:06:34.800	00:06:38.319	Remember to like us on Facebook and follow us on Twitter.	remember to like us on facebook and follow us on twitter		train	3.519000000000005	11
GlGYgHx9Qno-00:06:32.939-00:06:34.800	GlGYgHx9Qno	00:06:32.939	00:06:34.800	Thank you for watching Sign1News.	thank you for watching sign1news		train	1.86099999999999	5
ZdEwfVNtSmw-00:00:13.539-00:00:16.019	ZdEwfVNtSmw	00:00:13.539	00:00:16.019	Here are your top stories for today.	here are your top stories for today		train	2.479999999999998	7
a7rFQZJ4WI0-00:00:25.620-00:00:30.140	a7rFQZJ4WI0	00:00:25.620	00:00:30.140	[NOTE TO VIEWERS: Due to technical difficulties, refer to captioning for parts of this story.]	note to viewers due to technical difficulties refer to captioning for parts of this story		train	4.52	15
a7rFQZJ4WI0-00:00:22.679-00:00:25.620	a7rFQZJ4WI0	00:00:22.679	00:00:25.620	Here are your top stories for today.	here are your top stories for today		train	2.9410000000000025	7
a7rFQZJ4WI0-00:00:21.339-00:00:22.679	a7rFQZJ4WI0	00:00:21.339	00:00:22.679	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.34	4
a7rFQZJ4WI0-00:00:15.900-00:00:21.339	a7rFQZJ4WI0	00:00:15.900	00:00:21.339	Welcome to Sign1News live.	welcome to sign1news live		train	5.438999999999998	4
a7rFQZJ4WI0-00:00:13.980-00:00:15.900	a7rFQZJ4WI0	00:00:13.980	00:00:15.900	Hello everyone.	hello everyone		train	1.92	2
9hSr4jySQI0-00:11:03.038-00:11:05.379	9hSr4jySQI0	00:11:03.038	00:11:05.379	Your language.	your language		train	2.341000000000008	2
9hSr4jySQI0-00:11:01.480-00:11:03.038	9hSr4jySQI0	00:11:01.480	00:11:03.038	Your life.	your life		train	1.5579999999999927	2
9hSr4jySQI0-00:10:59.980-00:11:01.480	9hSr4jySQI0	00:10:59.980	00:11:01.480	Sign1News.	sign1news		train	1.5	1
9hSr4jySQI0-00:10:47.159-00:10:49.759	9hSr4jySQI0	00:10:47.159	00:10:49.759	Thank you for watching Sign1News live.	thank you for watching sign1news live		train	2.6000000000000227	6
9hSr4jySQI0-00:10:45.340-00:10:47.159	9hSr4jySQI0	00:10:45.340	00:10:47.159	I'm Jethro Wooddall.	i 'm jethro wooddall		train	1.81899999999996	4
9hSr4jySQI0-00:10:42.679-00:10:45.340	9hSr4jySQI0	00:10:42.679	00:10:45.340	And those are your top stories for today.	and those are your top stories for today		train	2.661000000000058	8
9hSr4jySQI0-00:09:35.100-00:09:42.000	9hSr4jySQI0	00:09:35.100	00:09:42.000	The feature will begin in Virginia, Illinois, Georgia and Colorado.	the feature will begin in virginia illinois georgia and colorado		train	6.899999999999977	10
a7rFQZJ4WI0-00:05:24.959-00:05:29.660	a7rFQZJ4WI0	00:05:24.959	00:05:29.660	A third shot fired by Rolfe hit a nearby vehicle.	a third shot fired by rolfe hit a nearby vehicle		train	4.701000000000022	10
a7rFQZJ4WI0-00:04:25.680-00:04:28.899	a7rFQZJ4WI0	00:04:25.680	00:04:28.899	Thank you for reading and support this open letter.	thank you for reading and support this open letter		train	3.218999999999994	9
a7rFQZJ4WI0-00:04:03.539-00:04:07.719	a7rFQZJ4WI0	00:04:03.539	00:04:07.719	Because honestly, enough is enough.	because honestly enough is enough		train	4.180000000000007	5
9hSr4jySQI0-00:09:21.440-00:09:26.320	9hSr4jySQI0	00:09:21.440	00:09:26.320	Finding love during the pandemic isn't easy.	finding love during the pandemic is n't easy		train	4.879999999999996	8
a7rFQZJ4WI0-00:03:57.800-00:04:03.539	a7rFQZJ4WI0	00:03:57.800	00:04:03.539	It is our hope that the Members of the Gallaudet University Board of Trustees take action within the next 24-48 hours.	it is our hope that the members of the gallaudet university board of trustees take action within the next 24-48 hours		train	5.738999999999976	21
a7rFQZJ4WI0-00:03:32.860-00:03:38.580	a7rFQZJ4WI0	00:03:32.860	00:03:38.580	The written text is clearly and fully owned by NBDA Board.	the written text is clearly and fully owned by nbda board		train	5.71999999999997	11
a7rFQZJ4WI0-00:02:47.460-00:02:51.560	a7rFQZJ4WI0	00:02:47.460	00:02:51.560	Hello, beloved members of our community.	hello beloved members of our community		train	4.099999999999994	6
a7rFQZJ4WI0-00:03:53.439-00:03:57.800	a7rFQZJ4WI0	00:03:53.439	00:03:57.800	Any questions or concerns can be brought up to NBDA Board's attention.	any questions or concerns can be brought up to nbda board's attention		train	4.361000000000018	12
9hSr4jySQI0-00:02:36.900-00:02:42.099	9hSr4jySQI0	00:02:36.900	00:02:42.099	Search and rescue efforts continued Thursday morning.	search and rescue efforts continued thursday morning		train	5.198999999999984	7
9hSr4jySQI0-00:00:15.880-00:00:19.280	9hSr4jySQI0	00:00:15.880	00:00:19.280	Here are your top stories for today.	here are your top stories for today		train	3.4000000000000004	7
9hSr4jySQI0-00:00:13.679-00:00:15.880	9hSr4jySQI0	00:00:13.679	00:00:15.880	I'm Jethro Wooddall.	i 'm jethro wooddall		train	2.2010000000000005	4
9hSr4jySQI0-00:00:10.500-00:00:13.679	9hSr4jySQI0	00:00:10.500	00:00:13.679	Welcome to Sign1News live.	welcome to sign1news live		train	3.1790000000000003	4
9hSr4jySQI0-00:00:09.119-00:00:10.500	9hSr4jySQI0	00:00:09.119	00:00:10.500	Hello everyone.	hello everyone		train	1.3810000000000002	2
0vLMr2lZ0sg-00:17:07.010-00:17:10.798	0vLMr2lZ0sg	00:17:07.010	00:17:10.798	Your language.	your language		train	3.788000000000011	2
0vLMr2lZ0sg-00:17:04.487-00:17:07.010	0vLMr2lZ0sg	00:17:04.487	00:17:07.010	Your life.	your life		train	2.522999999999911	2
0vLMr2lZ0sg-00:17:02.058-00:17:04.487	0vLMr2lZ0sg	00:17:02.058	00:17:04.487	Sign1News.	sign1news		train	2.4290000000000878	1
9hSr4jySQI0-00:05:07.220-00:05:14.540	9hSr4jySQI0	00:05:07.220	00:05:14.540	Researchers are looking to recruit tens of thousands of volunteers.	researchers are looking to recruit tens of thousands of volunteers		train	7.319999999999993	10
3-cl4u7Cy3w-00:05:51.600-00:05:58.800	3-cl4u7Cy3w	00:05:51.600	00:05:58.800	Some voters are worried that the problems may be present in November's general election.	some voters are worried that the problems may be present in november 's general election		train	7.199999999999989	15
3-cl4u7Cy3w-00:05:07.120-00:05:14.000	3-cl4u7Cy3w	00:05:07.120	00:05:14.000	Tuesday several states held primary elections.	tuesday several states held primary elections		train	6.879999999999996	6
3-cl4u7Cy3w-00:04:56.319-00:05:03.920	3-cl4u7Cy3w	00:04:56.319	00:05:03.920	57 more have resigned from the police unit.	57 more have resigned from the police unit		train	7.600999999999999	8
3-cl4u7Cy3w-00:04:22.920-00:04:26.399	3-cl4u7Cy3w	00:04:22.920	00:04:26.399	The White House refused to comment.	the white house refused to comment		train	3.478999999999985	6
3-cl4u7Cy3w-00:03:56.680-00:04:00.840	3-cl4u7Cy3w	00:03:56.680	00:04:00.840	He's still in the hospital.	he 's still in the hospital		train	4.159999999999997	6
3-cl4u7Cy3w-00:03:49.639-00:03:56.680	3-cl4u7Cy3w	00:03:49.639	00:03:56.680	One appears to begin to help but is guided away by his colleague.	one appears to begin to help but is guided away by his colleague		train	7.040999999999997	13
3-cl4u7Cy3w-00:03:45.039-00:03:49.639	3-cl4u7Cy3w	00:03:45.039	00:03:49.639	That other officers stepped around him.	that other officers stepped around him		train	4.600000000000023	6
3-cl4u7Cy3w-00:04:17.600-00:04:22.920	3-cl4u7Cy3w	00:04:17.600	00:04:22.920	He included zero evidence to back up his claim.	he included zero evidence to back up his claim		train	5.319999999999993	9
3-cl4u7Cy3w-00:11:42.440-00:11:44.120	3-cl4u7Cy3w	00:11:42.440	00:11:44.120	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.67999999999995	4
3-cl4u7Cy3w-00:11:40.820-00:11:42.440	3-cl4u7Cy3w	00:11:40.820	00:11:42.440	And those are your top stories for today.	and those are your top stories for today		train	1.6200000000000043	8
3-cl4u7Cy3w-00:11:15.440-00:11:22.320	3-cl4u7Cy3w	00:11:15.440	00:11:22.320	The company's CEO admitted the company has work to do.	the company 's ceo admitted the company has work to do		train	6.879999999999996	11
3-cl4u7Cy3w-00:06:47.439-00:06:54.160	3-cl4u7Cy3w	00:06:47.439	00:06:54.160	19 states are seeing increases in coronavirus cases.	19 states are seeing increases in coronavirus cases		train	6.720999999999947	8
3-cl4u7Cy3w-00:09:34.639-00:09:41.200	3-cl4u7Cy3w	00:09:34.639	00:09:41.200	He said his family is one of the reasons he made the decision.	he said his family is one of the reasons he made the decision		train	6.561000000000036	13
0vLMr2lZ0sg-00:16:43.659-00:16:48.360	0vLMr2lZ0sg	00:16:43.659	00:16:48.360	Thank you for watching Sign1News live.	thank you for watching sign1news live		train	4.701000000000022	6
3-cl4u7Cy3w-00:01:45.480-00:01:53.439	3-cl4u7Cy3w	00:01:45.480	00:01:53.439	One of the changes they're calling for is a ban on chokeholds.	one of the changes they 're calling for is a ban on chokeholds		train	7.959000000000003	13
a7rFQZJ4WI0-00:12:08.419-00:12:13.539	a7rFQZJ4WI0	00:12:08.419	00:12:13.539	The Justice Department is trying to stop the book from being published.	the justice department is trying to stop the book from being published		train	5.1200000000000045	12
a7rFQZJ4WI0-00:09:22.279-00:09:30.019	a7rFQZJ4WI0	00:09:22.279	00:09:30.019	Trump says it could reveal government secrets.	trump says it could reveal government secrets		train	7.740000000000009	7
a7rFQZJ4WI0-00:08:46.799-00:08:52.960	a7rFQZJ4WI0	00:08:46.799	00:08:52.960	While people with type O have a lower risk.	while people with type o have a lower risk		train	6.161000000000058	9
a7rFQZJ4WI0-00:08:00.819-00:08:06.579	a7rFQZJ4WI0	00:08:00.819	00:08:06.579	Twenty-one states are seeing an upward trend in new coronavirus cases.	twenty-one states are seeing an upward trend in new coronavirus cases		train	5.759999999999991	11
3-cl4u7Cy3w-00:00:17.320-00:00:20.339	3-cl4u7Cy3w	00:00:17.320	00:00:20.339	Here are your top stories for today.	here are your top stories for today		train	3.0189999999999984	7
3-cl4u7Cy3w-00:00:15.480-00:00:17.320	3-cl4u7Cy3w	00:00:15.480	00:00:17.320	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.84	4
3-cl4u7Cy3w-00:00:10.660-00:00:15.480	3-cl4u7Cy3w	00:00:10.660	00:00:15.480	Welcome to Sign1News live.	welcome to sign1news live		train	4.82	4
3-cl4u7Cy3w-00:00:08.800-00:00:10.660	3-cl4u7Cy3w	00:00:08.800	00:00:10.660	Hello everyone.	hello everyone		train	1.8599999999999997	2
a7rFQZJ4WI0-00:13:58.138-00:13:59.820	a7rFQZJ4WI0	00:13:58.138	00:13:59.820	Your language.	your language		train	1.6820000000000164	2
a7rFQZJ4WI0-00:13:43.620-00:13:45.559	a7rFQZJ4WI0	00:13:43.620	00:13:45.559	Thank you for watching Sign1News live.	thank you for watching sign1news live		train	1.9389999999999643	6
a7rFQZJ4WI0-00:13:39.899-00:13:42.580	a7rFQZJ4WI0	00:13:39.899	00:13:42.580	And those are your top stories for today.	and those are your top stories for today		train	2.68100000000004	8
a7rFQZJ4WI0-00:13:32.220-00:13:36.220	a7rFQZJ4WI0	00:13:32.220	00:13:36.220	That's approximately ten more dollars more than last year.	that 's approximately ten more dollars more than last year		train	4.0	10
a7rFQZJ4WI0-00:13:12.399-00:13:19.960	a7rFQZJ4WI0	00:13:12.399	00:13:19.960	36 percent said they wanted it to create a special memory.	36 percent said they wanted it to create a special memory		train	7.5610000000000355	11
a7rFQZJ4WI0-00:12:59.159-00:13:02.340	a7rFQZJ4WI0	00:12:59.159	00:13:02.340	So what kind of gifts fall into this category?	so what kind of gifts fall into this category		train	3.18100000000004	9
a7rFQZJ4WI0-00:12:52.860-00:12:59.159	a7rFQZJ4WI0	00:12:52.860	00:12:59.159	They want their dad to have a gift that matters.	they want their dad to have a gift that matters		train	6.298999999999978	10
0vLMr2lZ0sg-00:16:41.059-00:16:43.659	0vLMr2lZ0sg	00:16:41.059	00:16:43.659	I'm Martha Anger.	i 'm martha anger		train	2.6000000000000227	4
1U-rv8VSGpE-00:02:17.539-00:02:19.240	1U-rv8VSGpE	00:02:17.539	00:02:19.240	I got stuff in my hands.	i got stuff in my hands		train	1.7010000000000218	6
1U-rv8VSGpE-00:02:13.759-00:02:15.520	1U-rv8VSGpE	00:02:13.759	00:02:15.520	Officer: Take your hands out of your pockets now!	officer take your hands out of your pockets now		train	1.7609999999999957	9
1U-rv8VSGpE-00:02:03.680-00:02:08.800	1U-rv8VSGpE	00:02:03.680	00:02:08.800	Officer: Can I get another squad here?	officer can i get another squad here		train	5.1200000000000045	7
1U-rv8VSGpE-00:01:58.284-00:01:59.959	1U-rv8VSGpE	00:01:58.284	00:01:59.959	"We're good""."	we 're good		train	1.6750000000000114	3
1U-rv8VSGpE-00:01:54.680-00:01:58.284	1U-rv8VSGpE	00:01:54.680	00:01:58.284	You can get back in the car.	you can get back in the car		train	3.603999999999985	7
1U-rv8VSGpE-00:01:52.388-00:01:54.680	1U-rv8VSGpE	00:01:52.388	00:01:54.680	That's cool.	that 's cool		train	2.2920000000000016	3
1U-rv8VSGpE-00:01:49.040-00:01:52.388	1U-rv8VSGpE	00:01:49.040	00:01:52.388	Brown: That's cool.	brown that 's cool		train	3.348000000000013	4
1U-rv8VSGpE-00:01:40.959-00:01:47.180	1U-rv8VSGpE	00:01:40.959	00:01:47.180	You're not parked across three lanes?	you 're not parked across three lanes		train	6.221000000000004	7
1U-rv8VSGpE-00:01:37.239-00:01:38.799	1U-rv8VSGpE	00:01:37.239	00:01:38.799	You don't see, you don't see the issue here?	you do n't see you do n't see the issue here		train	1.5600000000000025	11
1U-rv8VSGpE-00:01:31.680-00:01:33.040	1U-rv8VSGpE	00:01:31.680	00:01:33.040	Officer: How ya' doing?	officer how ya doing		train	1.3599999999999852	4
1U-rv8VSGpE-00:03:02.080-00:03:06.560	1U-rv8VSGpE	00:03:02.080	00:03:06.560	And that prompted officers to tase and arrest him.	and that prompted officers to tase and arrest him		train	4.47999999999999	9
1U-rv8VSGpE-00:03:16.219-00:03:19.139	1U-rv8VSGpE	00:03:16.219	00:03:19.139	"But is our reality and a real problem."""	but is our reality and a real problem		train	2.920000000000016	8
